Ticker,Cluster,mean_intragroup_correlation,diff_to_mean_group_corr,correlation_0,correlation_1,correlation_2,correlation_3,correlation_4,correlation_5,correlation_6,correlation_7
ATAT,3,-0.00439,0.00311,-0.00096,0.01675,-0.00823,-0.00128,-0.01374,-0.00231,0.00229,-0.01848
CSQ,7,0.21639,0.35141,0.4689,-0.00044,0.43042,-0.01132,0.28844,0.29306,0.0322,0.5678
MDY,7,0.21639,0.4607,0.6572,-0.00295,0.51907,-0.0138,0.34724,0.23043,0.0366,0.6771
NSIT,2,0.16715,0.15534,0.43297,-0.00565,0.32249,-0.00874,0.21608,0.10618,0.0212,0.41203
AMD,2,0.16715,0.07621,0.24777,-8e-05,0.24336,-0.00865,0.17016,0.10761,0.01987,0.31268
STKS,3,-0.00439,0.00612,-0.00394,-0.00069,-0.00521,0.00173,-0.00292,0.00432,-0.00018,-0.00589
ACCO,2,0.16715,0.14435,0.442,-0.01431,0.3115,-0.0103,0.20555,0.11448,0.02457,0.40185
PDO,6,0.01212,-0.00481,0.0631,-0.01133,0.05503,-0.00113,0.03956,0.03469,0.00732,0.06449
AVDL,4,0.1117,-0.01926,0.12251,-0.00772,0.11737,-0.00328,0.09244,0.09274,0.01216,0.14977
OSCR,3,-0.00439,0.00608,-0.00483,-0.01009,-0.00594,0.00169,-0.0043,-0.00312,-0.00118,-0.00883
NMM,4,0.1117,0.0506,0.251,0.01152,0.21061,-0.00735,0.16231,0.10248,0.01688,0.27305
CLBK,6,0.01212,-0.01019,0.01015,0.01309,0.01419,0.00042,0.0094,-0.00344,0.00193,0.01753
AY,6,0.01212,-0.00774,0.01007,-0.00254,0.0132,-0.00031,0.00933,0.00518,0.00438,0.01801
EFXT,3,-0.00439,0.0048,0.00363,0.00372,0.00659,0.00041,0.0019,0.00084,-0.00111,0.00973
EOG,2,0.16715,0.14832,0.39757,-0.00272,0.31547,-0.0087,0.21544,0.1272,0.0245,0.41956
ATUS,3,-0.00439,0.00613,-0.00305,0.01936,0.00157,0.00174,0.0001,-0.00208,-0.00168,-0.00241
ABT,2,0.16715,0.12736,0.3177,-0.00999,0.29452,-0.01001,0.20109,0.12723,0.02206,0.37316
RPRX,1,0.00861,0.04787,-0.02804,0.05648,-0.02385,0.00114,-0.01643,-0.00822,-0.00237,-0.02643
CRC,6,0.01212,-0.00591,0.03082,-0.0233,0.02013,-0.00099,0.01168,-0.02239,0.00621,0.0224
LSTR,7,0.21639,0.22498,0.44398,-0.00402,0.33826,-0.00994,0.2217,0.12284,0.02543,0.44137
CWT,2,0.16715,0.12271,0.39062,-0.02089,0.28986,-0.00907,0.18624,0.15634,0.0209,0.34072
CCO,2,0.16715,0.09217,0.31659,0.00106,0.25932,-0.00813,0.17501,0.14793,0.02068,0.33442
CODI,2,0.16715,0.1454,0.41024,-0.00496,0.31255,-0.00864,0.20991,0.15165,0.02365,0.40384
FCF,0,0.21347,0.42667,0.64014,-0.02695,0.36792,-0.01029,0.24133,0.0745,0.02627,0.47804
DOYU,6,0.01212,-0.00967,0.0072,-0.00833,0.00472,-0.00186,0.00321,0.01177,0.00245,0.00797
RLGT,4,0.1117,0.0211,0.24633,-0.00441,0.18303,-0.00346,0.1328,0.07229,0.00912,0.233
FAAS,3,-0.00439,0.0058,0.00254,-0.00581,-0.00325,0.00141,-0.0037,-0.00086,-5e-05,-0.0008
PAGP,3,-0.00439,0.00523,-0.00174,0.00375,0.0006,0.00084,0.00195,0.00838,-0.0,0.00027
SRRK,6,0.01212,-0.01024,0.01815,0.01081,0.01706,0.00045,0.00964,-0.00863,0.00189,0.02562
BILL,3,-0.00439,0.00518,-0.01849,0.0138,-0.02365,0.00079,-0.01287,-0.00897,-0.00011,-0.02856
GAM,7,0.21639,0.37558,0.51679,-0.00107,0.45071,-0.01213,0.29964,0.25141,0.03443,0.59197
TRP,7,0.21639,0.21732,0.36827,-0.00256,0.33088,-0.00956,0.21693,0.22522,0.02325,0.43371
UTL,2,0.16715,0.11741,0.38696,-0.01392,0.28456,-0.00812,0.17428,0.15878,0.019,0.33976
BEPC,3,-0.00439,0.00453,-0.02122,-0.00409,-0.02255,0.00014,-0.00944,-0.00447,0.00081,-0.02403
BLFS,6,0.01212,-0.0075,0.05575,-0.00495,0.05999,-0.00198,0.04793,0.045,0.00462,0.07339
NHNKY,3,-0.00439,0.00484,0.00462,0.00246,0.00105,0.00045,0.0013,0.00959,0.00192,-0.00123
SOC,6,0.01212,-0.00591,0.00882,0.00021,0.00798,0.00191,0.00353,-0.00787,0.00621,0.00577
BLD,3,-0.00439,0.00566,0.00535,-0.00199,-0.0069,0.00127,-0.00618,-0.00774,0.00114,-0.00724
ALAR,3,-0.00439,0.00612,-0.04978,0.01584,-0.03835,0.00173,-0.02301,-0.00148,-0.00401,-0.04852
OTEX,2,0.16715,0.11592,0.3095,0.00449,0.28307,-0.00746,0.19122,0.14953,0.01787,0.36137
FDMT,3,-0.00439,0.00853,-0.03804,0.00531,-0.02883,0.00415,-0.01943,-0.00123,-0.00044,-0.04173
FLEX,7,0.21639,0.24697,0.42075,-0.00511,0.35001,-0.00896,0.23432,0.15495,0.02591,0.46336
MYI,5,0.11046,0.32366,0.09972,-0.00264,0.14914,-0.00166,0.09065,0.43412,0.00789,0.18636
BEP,2,0.16715,0.09901,0.27247,-0.00139,0.26617,-0.00729,0.17883,0.23567,0.01991,0.34213
NSC,7,0.21639,0.28377,0.47882,0.00477,0.37279,-0.01031,0.24055,0.14243,0.02525,0.50016
CRESY,4,0.1117,0.04444,0.23952,0.00796,0.21544,-0.00785,0.15614,0.15508,0.01811,0.27995
TROW,7,0.21639,0.32656,0.53187,-0.00034,0.41133,-0.01271,0.27209,0.1543,0.03078,0.54295
GPN,7,0.21639,0.24895,0.42908,-0.00275,0.35361,-0.00945,0.23308,0.15038,0.02491,0.46534
AVTE,3,-0.00439,0.00517,-0.02594,-0.0285,-0.03175,0.00078,-0.02274,-0.00779,-0.00131,-0.04409
GEN,4,0.1117,0.03121,0.23781,-0.00358,0.20886,-0.00806,0.14291,0.08679,0.01894,0.26993
FTS,3,-0.00439,0.00483,-0.02501,-0.00281,-9e-05,0.00045,-0.00243,-0.00695,0.00338,0.00411
PMX,5,0.11046,0.27721,0.11301,0.00542,0.15121,-0.00193,0.09461,0.38766,0.00783,0.19322
PRA,2,0.16715,0.10481,0.43613,-0.00874,0.27196,-0.01093,0.17699,0.08321,0.02348,0.34587
DCO,2,0.16715,0.10442,0.37443,-0.01278,0.27157,-0.00775,0.1845,0.1175,0.01982,0.35185
CBOE,3,-0.00439,0.00567,0.00702,-0.00435,-0.0004,0.00128,-0.00428,-0.00876,0.00013,0.00231
IPG,7,0.21639,0.26819,0.4786,-0.00811,0.3661,-0.01063,0.23765,0.13912,0.02611,0.48458
SLAM,6,0.01212,-0.00948,0.02689,-0.01466,0.00745,-0.0018,0.00241,0.00081,0.00265,0.01319
ZYXI,6,0.01212,-0.00779,0.06952,0.00205,0.05365,-0.00097,0.04117,0.01841,0.00433,0.06621
BASE,1,0.00861,0.03931,-0.00783,0.04792,0.01158,-0.00132,0.00842,0.01015,0.00192,0.01802
ETX,3,-0.00439,0.00541,-0.01446,-0.00445,-0.01368,0.00103,-0.0108,-0.00931,-0.00029,-0.01389
BFST,6,0.01212,-0.01012,0.01308,0.01328,0.01634,0.00046,0.0117,-0.00761,0.00201,0.02111
ERJ,2,0.16715,0.13915,0.3752,-0.01549,0.3063,-0.0086,0.20218,0.17157,0.02418,0.4024
HLI,3,-0.00439,0.00447,-0.00323,0.01288,-0.00041,8e-05,-0.0006,-0.00279,0.00276,-0.00329
JCYGY,3,-0.00439,0.00411,-0.00523,-0.0005,-0.00169,-0.00028,-0.0008,-0.00503,0.00227,-0.0015
CAMT,4,0.1117,0.0234,0.19337,0.01056,0.18093,-0.00614,0.1351,0.08854,0.01283,0.23577
DFIHY,6,0.01212,-0.00308,0.11644,-0.01945,0.0999,-0.0027,0.0631,0.06332,0.00905,0.13133
PINC,3,-0.00439,0.00404,-0.00972,0.02006,-0.00893,-0.00035,-0.00416,-0.01574,0.00065,-0.00873
UWMC,3,-0.00439,0.00602,-0.00207,0.01251,-0.00965,0.00163,-0.0062,-0.01908,-0.00257,-0.01519
MRNA,3,-0.00439,0.00475,-0.02417,0.0036,-0.00835,0.00037,-0.00709,0.00195,-0.00137,-0.00958
PRDO,4,0.1117,0.02641,0.25642,-0.00504,0.19256,-0.00546,0.13811,0.06638,0.01497,0.24432
NGL,3,-0.00439,0.00547,-0.00102,-0.0034,-0.00173,0.00108,-0.00154,-0.00739,0.0,-0.00237
IOT,6,0.01212,-0.01019,0.03142,-0.01168,0.02643,-0.00092,0.01396,-0.03491,0.00193,0.03885
ESPR,3,-0.00439,0.00405,-0.01025,-0.01152,-0.00159,-0.00033,0.00203,0.00223,0.00012,-0.00561
WFRD,3,-0.00439,0.00246,-0.0096,0.00563,-0.009,-0.00192,-0.00575,0.00218,0.00032,-0.00991
IQI,5,0.11046,0.34817,0.13216,5e-05,0.17015,-0.00245,0.10554,0.45862,0.01029,0.21633
GERN,4,0.1117,0.01542,0.17278,-0.00485,0.15155,-0.005,0.12712,0.07471,0.01566,0.1855
RM,3,-0.00439,0.00305,-0.01718,0.00403,-0.01288,-0.00133,-0.00963,-0.00312,-0.00354,-0.01442
TRUP,6,0.01212,-0.00981,0.02128,0.00727,0.01976,0.00031,0.01179,0.01288,0.00232,0.0287
PHG,2,0.16715,0.14548,0.36614,0.00299,0.31264,-0.00918,0.20837,0.1317,0.02421,0.40857
ACVA,6,0.01212,-0.00915,0.01901,-0.01113,0.01926,0.00117,0.01224,0.0011,0.00297,0.02359
VLO,7,0.21639,0.22002,0.42715,0.00432,0.32686,-0.00916,0.21438,0.14911,0.02439,0.43641
ICUI,4,0.1117,0.0433,0.2814,-0.0117,0.22136,-0.00774,0.15501,0.08793,0.01755,0.27755
NMIH,3,-0.00439,0.00529,-0.00361,0.00044,-0.00583,0.0009,-0.00302,-0.01553,0.00053,-0.00894
ACNB,2,0.16715,0.07224,0.36552,0.00307,0.23939,-0.0023,0.16609,0.13162,0.0111,0.30065
SNX,7,0.21639,0.22344,0.43251,0.00127,0.33798,-0.00898,0.22965,0.12533,0.02377,0.43983
MU,2,0.16715,0.13883,0.35188,0.00964,0.30599,-0.00784,0.21022,0.11015,0.0235,0.40165
RMR,3,-0.00439,0.00676,-0.00039,0.02871,0.00491,0.00238,0.00218,0.00966,-0.00345,0.00742
BST,3,-0.00439,0.00649,-0.00701,-0.00252,-0.00216,0.0021,0.00087,0.00255,-0.00247,-0.00302
VIV,2,0.16715,0.07722,0.26504,-0.00946,0.24437,-0.00804,0.16336,0.15359,0.01865,0.30278
PCOR,6,0.01212,-0.01109,0.01975,0.00572,0.02148,-0.00039,0.0124,-0.00763,0.00103,0.03089
THRD,1,0.00861,0.04848,-0.03772,0.05709,-0.02983,0.0011,-0.0143,-0.04595,-0.00053,-0.03046
BMA,4,0.1117,0.04243,0.26203,-0.00609,0.21126,-0.00671,0.15413,0.10159,0.01694,0.27632
FDP,4,0.1117,0.04358,0.34153,-0.00716,0.22956,-0.00848,0.15528,0.06382,0.019,0.28309
CLX,4,0.1117,-0.0136,0.1429,0.00733,0.14807,-0.00664,0.0981,0.09051,0.01288,0.1719
NAC,5,0.11046,0.31924,0.11864,-0.00592,0.15564,-0.00147,0.09778,0.42969,0.00744,0.1958
UAN,6,0.01212,-0.00854,0.01461,-0.00479,0.0131,-0.00201,0.01271,0.01105,0.00358,0.01443
FSP,0,0.21347,0.26624,0.47971,-0.01123,0.33984,-0.01166,0.2157,0.17374,0.02755,0.43542
STEP,6,0.01212,-0.00975,0.03457,0.00611,0.02752,-0.00111,0.01213,0.01055,0.00238,0.03777
THS,4,0.1117,0.01137,0.22625,-0.01854,0.17271,-0.00523,0.12307,0.05805,0.01415,0.20646
LFCR,4,0.1117,0.00795,0.25318,-0.00706,0.17184,-0.00676,0.11965,0.05024,0.01598,0.2133
R,7,0.21639,0.25945,0.47232,-0.00908,0.35637,-0.01129,0.23543,0.11154,0.02792,0.47585
DOW,3,-0.00439,0.00512,-0.03332,-0.00068,-0.02467,0.00073,-0.0169,0.03472,-0.00351,-0.03164
LXU,4,0.1117,0.05131,0.30298,0.01615,0.22693,-0.00778,0.16301,0.08431,0.01976,0.29321
EVO,4,0.1117,-0.00154,0.14784,0.00486,0.15425,-0.00313,0.11016,0.10091,0.01174,0.20246
ICG,6,0.01212,-0.01283,0.03441,0.01551,0.02869,0.00321,0.01533,0.01379,-0.00071,0.04074
NWL,2,0.16715,0.14127,0.39259,-0.00594,0.30842,-0.00901,0.20416,0.13913,0.02482,0.402
OIS,2,0.16715,0.12574,0.38991,-0.0053,0.2929,-0.00916,0.2028,0.11755,0.02566,0.38477
WRB,0,0.21347,0.29557,0.50903,-0.00949,0.35073,-0.01077,0.21824,0.13744,0.02633,0.46128
BMRN,4,0.1117,0.07116,0.26133,0.00198,0.23503,-0.00733,0.18286,0.10094,0.01768,0.29854
DMB,3,-0.00439,0.00627,-0.00949,-0.00031,-0.00377,0.00188,-0.00265,-0.01457,0.00087,-0.00309
TRGP,3,-0.00439,0.00553,-0.0127,0.01973,-0.00621,0.00114,-0.00423,0.00014,0.00119,-0.00979
MMD,3,-0.00439,0.00523,-0.00027,0.00116,0.00093,0.00084,0.00416,0.00661,0.00056,-0.00371
SJT,4,0.1117,0.00464,0.18609,0.00591,0.16092,-0.00561,0.11634,0.10468,0.01313,0.20831
JAKK,4,0.1117,-0.00794,0.17603,-0.00397,0.13789,-0.00765,0.10376,0.07326,0.01416,0.1695
IOVA,3,-0.00439,0.00508,0.00189,0.00027,-0.0048,0.00069,-0.0032,-0.01649,-0.0007,-0.00583
BSM,3,-0.00439,0.00544,-0.00796,0.00026,-0.00649,0.00105,-0.00249,-0.0083,-0.0021,-0.00899
EVRG,2,0.16715,0.12654,0.34249,-0.01468,0.2937,-0.00948,0.17373,0.18787,0.01995,0.36211
RARE,3,-0.00439,0.00746,-0.00894,-0.01216,-0.00638,0.00307,-0.00246,0.00208,0.0001,-0.00893
FERG,6,0.01212,-0.00613,0.06212,0.00012,0.06329,0.00035,0.04341,0.04916,0.006,0.08232
DM,3,-0.00439,0.00534,-0.01005,-0.00667,-0.01317,0.00095,-0.01091,-0.00485,-0.00187,-0.01882
CFNB,4,0.1117,-0.02235,0.19168,0.00844,0.13385,-0.0055,0.08935,0.05902,0.01364,0.17084
AVNW,4,0.1117,0.02889,0.25279,-0.00481,0.19427,-0.00642,0.14059,0.08552,0.01863,0.24592
MRK,2,0.16715,0.088,0.2959,-0.00642,0.25516,-0.00804,0.16964,0.10705,0.0201,0.32341
PK,6,0.01212,-0.00902,0.01101,-0.02601,0.01127,0.00059,0.00606,0.03419,0.0031,0.01064
TGI,7,0.21639,0.20492,0.41675,0.00024,0.31569,-0.01074,0.20944,0.16223,0.02475,0.42131
GLUE,3,-0.00439,0.00527,-0.01865,-0.02161,-0.00389,0.00088,-0.00133,0.00232,0.00137,-0.00507
FFC,2,0.16715,0.12121,0.29712,-0.01092,0.28836,-0.00686,0.18635,0.33206,0.01907,0.37816
MGM,7,0.21639,0.26879,0.43365,0.01617,0.36074,-0.00873,0.23747,0.16761,0.02603,0.48518
PDI,3,-0.00439,0.00667,-0.00644,0.01597,0.00246,0.00229,0.00175,0.00162,-0.00179,0.00563
XPER,6,0.01212,-0.00825,0.03463,0.00241,0.0148,0.00039,0.00994,0.00952,0.00387,0.02205
CDRE,3,-0.00439,0.00665,-0.04733,-0.00615,-0.03418,0.00227,-0.0224,0.01511,0.00067,-0.03673
ORA,2,0.16715,0.12397,0.37074,0.00279,0.29112,-0.00884,0.20057,0.12941,0.02018,0.36284
BR,7,0.21639,0.21646,0.38746,-0.00384,0.33249,-0.00927,0.21851,0.13293,0.024,0.43285
BK,0,0.21347,0.36307,0.57653,-0.00048,0.38488,-0.0111,0.25207,0.10638,0.02864,0.51793
NICE,2,0.16715,0.11102,0.2849,-0.00452,0.27817,-0.00911,0.19209,0.1374,0.02532,0.3571
CRM,2,0.16715,0.12837,0.3042,-0.00478,0.29552,-0.00751,0.20444,0.12856,0.02249,0.3765
JHG,3,-0.00439,0.00424,0.00418,0.00228,-0.00155,-0.00015,0.00101,-0.00375,0.00203,0.00141
OGE,7,0.21639,0.22216,0.39961,-0.00641,0.34259,-0.01002,0.20601,0.21713,0.02355,0.43855
PHR,6,0.01212,-0.0067,0.03704,-0.01465,0.03587,-0.00046,0.02652,-0.00037,0.00542,0.04712
FAST,7,0.21639,0.21893,0.40774,-0.00091,0.32863,-0.01001,0.21541,0.10525,0.02428,0.43532
ENTG,7,0.21639,0.23186,0.40712,-0.00504,0.34486,-0.01068,0.23367,0.13695,0.02582,0.44825
DXC,2,0.16715,0.15244,0.40981,0.00397,0.31959,-0.00813,0.20888,0.13572,0.02493,0.42363
NTNX,1,0.00861,0.04204,0.00246,0.05065,-0.00141,0.0004,-0.002,-0.00491,-0.00454,-0.00016
NBXG,6,0.01212,-0.00718,0.04149,-0.00409,0.02731,-0.00026,0.01972,-0.0281,0.00494,0.03413
NKLA,3,-0.00439,0.00462,0.01401,-0.0029,0.00273,0.00023,0.00282,-0.01469,-0.00099,0.00637
FANG,3,-0.00439,0.00492,-0.00816,-0.00069,-0.01249,0.00053,-0.01017,-0.00735,0.00052,-0.01622
PTEN,2,0.16715,0.1287,0.39016,0.01965,0.29585,-0.00869,0.20225,0.12178,0.02317,0.39243
DBC,2,0.16715,0.07043,0.25742,-0.00076,0.23759,-0.0082,0.16792,0.15744,0.02229,0.31333
NGS,2,0.16715,0.09415,0.36459,-3e-05,0.26131,-0.00969,0.17974,0.10005,0.02146,0.33524
AVNS,3,-0.00439,0.0059,-0.01821,-0.00848,-0.0053,0.00151,-0.00352,0.00694,-0.00047,-0.01061
CUYTY,6,0.01212,-0.00957,0.01026,-0.00294,0.01141,0.00083,0.00789,0.01542,0.00255,0.01411
EDPFY,4,0.1117,0.04019,0.23835,0.00034,0.22904,-0.00681,0.15189,0.16191,0.02015,0.29685
KLAC,7,0.21639,0.22352,0.37422,-0.0054,0.33456,-0.00982,0.22464,0.14982,0.02473,0.43991
MG,2,0.16715,0.08275,0.35691,-0.00722,0.2499,-0.00606,0.16666,0.09914,0.01673,0.32064
FNB,0,0.21347,0.44676,0.66023,-0.01265,0.40184,-0.01191,0.26269,0.12392,0.02862,0.53117
BLBD,3,-0.00439,0.00554,-0.00619,-0.00571,-0.00291,0.00115,-0.00426,-0.00281,-0.00179,-0.00192
UHG,6,0.01212,-0.00924,0.02905,0.00079,0.01963,-0.00186,0.012,0.00442,0.00288,0.02054
AVNT,7,0.21639,0.31017,0.52771,-0.00204,0.3976,-0.01003,0.26709,0.19258,0.02648,0.52656
DLTR,4,0.1117,0.03088,0.24939,-0.01417,0.21648,-0.00664,0.14258,0.10404,0.01364,0.27245
BH-A,3,-0.00439,0.00533,-0.00438,-0.03233,-0.00404,0.00094,-0.00332,-0.0259,-0.0004,-0.00696
PNW,2,0.16715,0.14142,0.34855,-0.01576,0.30858,-0.00902,0.18167,0.23571,0.02157,0.38103
EVBG,6,0.01212,-0.01225,0.01089,0.02129,0.01482,-0.00122,0.00927,0.00368,-0.00012,0.01846
TW,6,0.01212,-0.00996,0.00101,0.00828,0.00532,-0.00025,0.00391,0.01633,0.00217,0.00805
ACIU,3,-0.00439,0.00484,-0.00205,0.00441,-0.00036,0.00046,0.00102,0.00154,0.00075,-0.00065
WGS,3,-0.00439,0.00489,-0.01909,0.00266,-0.00122,0.0005,0.00162,0.03461,0.0,-0.00031
PDS,2,0.16715,0.10599,0.32882,0.02681,0.27314,-0.00786,0.19131,0.13397,0.02299,0.35988
GLW,7,0.21639,0.27413,0.45984,-0.00035,0.36914,-0.01109,0.24231,0.1356,0.02493,0.49052
SE,3,-0.00439,0.00613,0.00427,-0.00965,-0.00283,0.00174,-0.00265,-0.0075,-0.00028,-0.00428
NBHC,3,-0.00439,0.00486,0.00719,0.00043,0.00206,0.00047,0.00439,0.00289,-0.00056,0.0028
RPM,7,0.21639,0.28877,0.47322,-0.01,0.38104,-0.01095,0.24761,0.19567,0.02712,0.50516
NKTX,3,-0.00439,0.00558,-0.05538,-0.02391,-0.04338,0.00119,-0.02089,-0.02289,-0.0031,-0.05383
IAUX,3,-0.00439,0.00577,-0.02101,0.00653,-0.02342,0.00138,-0.01542,-0.02844,-0.00246,-0.03247
NHI,7,0.21639,0.24263,0.43782,-0.00524,0.35456,-0.0111,0.21719,0.23489,0.02448,0.45902
BLUE,3,-0.00439,0.005,-0.00084,-0.00238,0.00361,0.00061,0.00365,-0.01104,-0.00072,-0.00014
LOB,3,-0.00439,0.00635,-0.04077,0.00498,-0.03172,0.00196,-0.01883,-0.01223,-0.00279,-0.04182
MRNO,3,-0.00439,0.00547,-0.0102,0.00038,-0.00071,0.00108,-0.00031,0.00161,-0.00015,0.00381
LYFT,6,0.01212,-0.00797,0.00192,-0.01775,0.00259,-0.00049,-0.00036,0.00242,0.00416,0.00813
GLPI,3,-0.00439,0.0047,0.00625,-0.00578,0.00119,0.00031,0.00299,0.00118,-0.00022,0.00221
APLT,3,-0.00439,0.00432,-0.01549,0.00615,-0.00263,-7e-05,-0.00213,0.01111,-0.00075,-0.00102
AGLY,6,0.01212,-0.01014,0.00648,-0.00289,0.0127,-2e-05,0.01073,-0.01483,0.00198,0.01208
WDC,2,0.16715,0.14538,0.37061,0.00795,0.31253,-0.00688,0.2112,0.13335,0.0214,0.41181
IAU,5,0.11046,0.17452,-0.02539,-0.00196,0.04172,-0.00156,0.03211,0.28498,0.00806,0.04179
DNA,3,-0.00439,0.00529,-0.01646,-0.00481,-0.01188,0.0009,-0.00396,-0.00825,-0.00505,-0.00827
CGNT,3,-0.00439,0.00447,0.01516,0.01621,0.0097,8e-05,-0.00275,0.00476,-0.00203,0.0164
MRSN,6,0.01212,-0.00853,0.00969,-0.00526,0.00637,-0.00052,0.0044,0.00417,0.0036,0.00275
NUE,7,0.21639,0.26814,0.47519,-0.00178,0.35881,-0.01087,0.23845,0.15188,0.02743,0.48453
BCAL,6,0.01212,-0.00936,0.07165,-0.00456,0.03248,0.00031,0.02256,0.0111,0.00276,0.04378
MANH,2,0.16715,0.15826,0.3748,-0.00503,0.32541,-0.00998,0.22345,0.16503,0.02296,0.41406
WOLF,2,0.16715,0.11875,0.33028,-0.00688,0.2859,-0.00654,0.20259,0.12871,0.02335,0.36731
LX,6,0.01212,-0.0047,-0.01067,-0.01129,0.00134,0.00092,0.00192,0.01482,0.00742,0.00395
JJSF,2,0.16715,0.13992,0.42569,-0.02223,0.30707,-0.00858,0.1987,0.12745,0.02131,0.38318
HASI,3,-0.00439,0.00516,0.00189,-0.00439,0.00171,0.00078,0.00274,0.02505,0.00107,-0.00105
CTA-PA,6,0.01212,-0.0082,0.05146,-0.00586,0.0391,0.00105,0.023,0.02072,0.00392,0.04983
NEWT,4,0.1117,0.01,0.21319,-0.00096,0.17345,-0.00176,0.1217,0.11887,0.01043,0.22804
BSRR,0,0.21347,0.35485,0.56832,-0.01217,0.34377,-0.00784,0.2292,0.13521,0.02181,0.4365
BCO,7,0.21639,0.22444,0.46176,-0.00743,0.33728,-0.00929,0.21973,0.13467,0.02473,0.44083
CDP,7,0.21639,0.25959,0.46413,0.00455,0.3641,-0.01048,0.23305,0.21857,0.02647,0.47599
WBD,2,0.16715,0.11024,0.35345,0.01709,0.27739,-0.01028,0.19141,0.11358,0.02357,0.35779
FOR,7,0.21639,0.21579,0.41612,0.00071,0.33091,-0.01112,0.22239,0.15914,0.02526,0.43218
KREF,6,0.01212,-0.01038,-0.00643,-0.00258,0.0051,-0.00078,0.00219,0.03546,0.00174,0.00531
GOAI,3,-0.00439,0.00475,0.00527,0.00416,0.00416,0.00037,0.00361,0.00407,0.00015,0.00472
BME,2,0.16715,0.1095,0.2837,-0.00461,0.27665,-0.0078,0.19268,0.18287,0.02083,0.35916
KEP,4,0.1117,0.03241,0.23535,0.00097,0.21992,-0.00788,0.14411,0.14405,0.0182,0.28376
ATKR,6,0.01212,-0.01064,0.02553,-3e-05,0.0205,-0.00024,0.01514,0.00274,0.00148,0.0256
BA,7,0.21639,0.2615,0.44199,0.01182,0.35486,-0.01022,0.23049,0.18811,0.02822,0.47789
PERF,6,0.01212,-0.00682,0.03472,-0.05478,0.01672,-0.00023,0.00826,-0.00862,0.0053,0.02265
CLCO,3,-0.00439,0.00543,0.0061,0.00452,-0.01028,0.00104,-0.00512,-0.04214,0.00244,-0.0105
MCI,4,0.1117,-0.01921,0.1548,0.00435,0.14212,-0.00274,0.09249,0.15603,0.01066,0.18989
GUT,4,0.1117,0.02491,0.2076,0.00924,0.21596,-0.00406,0.13662,0.21572,0.01145,0.27667
VALE,2,0.16715,0.11718,0.31907,-0.00082,0.28433,-0.00978,0.19219,0.16958,0.02262,0.37173
ELS,2,0.16715,0.15861,0.3588,0.00028,0.32576,-0.00965,0.20284,0.23188,0.02362,0.42015
AMTB,3,-0.00439,0.00645,-0.01863,-0.02606,-0.01772,0.00207,-0.0096,-0.00751,0.00226,-0.02177
FLUT,6,0.01212,-0.00438,0.06056,-0.00203,0.06361,-0.00081,0.04692,0.05213,0.00774,0.08754
SBOW,3,-0.00439,0.00765,0.00415,-0.00071,-0.00391,0.00326,-0.0015,0.00365,-0.0026,-0.00369
QDEL,4,0.1117,0.01253,0.1577,0.00956,0.15064,-0.00654,0.12423,0.05236,0.01783,0.17154
PTY,2,0.16715,0.10569,0.27655,0.02183,0.27284,-0.00632,0.17369,0.29686,0.01691,0.35708
MCFT,6,0.01212,-0.01065,0.01956,-0.01261,0.01104,-0.00103,0.00269,-0.00663,0.00147,0.01026
PHI,4,0.1117,0.0077,0.18124,0.00195,0.17235,-0.00643,0.11941,0.13354,0.0153,0.2203
AEVA,3,-0.00439,0.00537,-0.03121,-0.00355,-0.02372,0.00099,-0.01815,-0.01468,-0.0036,-0.0299
MQT,5,0.11046,0.30543,0.13528,-0.0029,0.16137,-0.00164,0.0997,0.41589,0.00787,0.20206
ATLO,0,0.21347,0.28074,0.49421,-0.00605,0.31656,-0.01038,0.21086,0.09256,0.02155,0.39593
NVRI,7,0.21639,0.21128,0.4351,-0.00822,0.32381,-0.00953,0.22154,0.13892,0.02698,0.42767
PESI,6,0.01212,-0.00322,0.10915,-0.0071,0.09625,-0.00127,0.06963,0.06865,0.0089,0.12434
PRMW,2,0.16715,0.09535,0.30355,0.00623,0.2625,-0.00691,0.17587,0.16181,0.01782,0.34202
TRMB,7,0.21639,0.244,0.41373,-0.00599,0.34773,-0.00846,0.23499,0.14225,0.02547,0.46039
CRS,7,0.21639,0.27361,0.49118,0.01041,0.36818,-0.0105,0.24674,0.1608,0.02668,0.49001
BOOT,3,-0.00439,0.0057,0.00403,-0.00473,0.00083,0.00131,-0.00181,0.00819,-0.00042,0.00619
LFUS,7,0.21639,0.2697,0.48151,-0.01616,0.37189,-0.0098,0.25206,0.15293,0.02729,0.48609
FWRG,3,-0.00439,0.00741,-0.0066,0.00374,-0.00645,0.00302,-0.00504,-0.01604,-0.00216,-0.01192
CHD,4,0.1117,0.01693,0.20419,-0.01522,0.20081,-0.00769,0.12863,0.11059,0.01734,0.23943
GTLB,3,-0.00439,0.00672,-0.01968,0.02964,-0.01193,0.00234,-0.01006,-0.00224,-0.00062,-0.0142
INDV,3,-0.00439,0.00522,-0.01487,0.00248,-0.00372,0.00083,-0.00337,0.00553,0.00125,-0.00521
ENFN,6,0.01212,-0.00686,0.00201,0.0077,0.00499,-0.00157,0.00342,0.00428,0.00526,0.00657
TY,7,0.21639,0.40306,0.54786,-0.0005,0.47143,-0.01306,0.31287,0.26674,0.03621,0.61945
