Ticker,Cluster,mean_intragroup_correlation,diff_to_mean_group_corr,correlation_0,correlation_1,correlation_2,correlation_3,correlation_4,correlation_5,correlation_6,correlation_7
GTE,2,0.16715,0.06859,0.2874,0.00031,0.23574,-0.0072,0.16713,0.11838,0.02012,0.30679
FSUN,1,0.00861,0.20521,0.02594,0.21382,0.03387,0.00252,0.02662,0.0272,-0.00831,0.04414
FSTR,2,0.16715,0.10132,0.37948,-0.01322,0.26847,-0.00704,0.18186,0.09922,0.01985,0.34374
GDRX,6,0.01212,-0.0044,0.04464,-0.02229,0.0301,0.00034,0.01831,-0.0241,0.00772,0.04343
KRT,6,0.01212,-0.00767,0.02952,-0.01251,0.02073,-0.00149,0.01371,-0.00864,0.00446,0.02916
NRDS,3,-0.00439,0.00624,-0.03783,-0.02047,-0.04437,0.00185,-0.02652,-0.02403,-0.00452,-0.0571
EVER,3,-0.00439,0.00655,-0.02287,-0.00245,-0.00826,0.00216,-0.00573,0.00363,-0.00189,-0.00972
QGEN,4,0.1117,0.05527,0.24429,-0.01211,0.22853,-0.00833,0.16697,0.09579,0.02129,0.29117
APG,6,0.01212,-0.00818,0.0265,-0.01397,0.02378,0.00046,0.01663,0.00204,0.00394,0.02382
AQPW,6,0.01212,-0.00829,0.00616,0.00057,0.01244,0.00057,0.00926,0.00907,0.00383,0.01388
CSL,7,0.21639,0.27083,0.48227,-0.00135,0.36284,-0.01014,0.23434,0.13454,0.02631,0.48723
CNOB,0,0.21347,0.36266,0.57613,-0.0106,0.34358,-0.00916,0.22789,0.13299,0.02027,0.44662
RIV,6,0.01212,-0.01011,0.00765,-0.00052,0.01116,-0.00053,0.00825,0.0129,0.00201,0.01254
WIX,3,-0.00439,0.00564,0.00611,0.00171,-0.00088,0.00125,-0.00151,-0.00513,0.00371,-0.00131
HSHP,1,0.00861,0.04101,0.03255,0.04962,0.00946,0.00057,0.00524,-0.02598,-0.00045,0.0168
VIPS,6,0.01212,-0.01045,0.01513,-0.02734,0.01277,-0.00086,0.00456,-0.00962,0.00168,0.01791
GGR,6,0.01212,-0.00904,0.02357,-0.00735,0.02174,-0.00068,0.01329,0.02397,0.00308,0.02882
FN,3,-0.00439,0.00496,-0.00587,0.007,-0.00533,0.00057,-0.00701,-0.00575,-7e-05,-0.00999
BZUN,3,-0.00439,0.00582,0.01189,0.00495,0.00707,0.00143,0.0023,0.00127,0.00028,0.01482
TXT,7,0.21639,0.30442,0.51715,-0.0105,0.38703,-0.01017,0.2531,0.14593,0.02874,0.52081
GIII,2,0.16715,0.12646,0.38176,-0.00497,0.29361,-0.00728,0.19207,0.12121,0.01904,0.38347
MBI,4,0.1117,0.04295,0.32627,0.01729,0.23114,-0.00757,0.15466,0.09524,0.01812,0.30594
VIR,6,0.01212,-0.00862,0.01416,-0.01032,0.01155,-0.001,0.00711,-0.00047,0.0035,0.01344
ADI,7,0.21639,0.26797,0.42571,-0.00238,0.36905,-0.01043,0.24867,0.15774,0.0273,0.48436
DBO,4,0.1117,0.04664,0.25662,0.00293,0.225,-0.00817,0.15834,0.11301,0.02044,0.29887
LPL,2,0.16715,0.10857,0.31059,-0.00436,0.27572,-0.0093,0.18367,0.14819,0.02179,0.36162
DT,3,-0.00439,0.00622,-0.02365,0.02814,-0.01268,0.00183,-0.00814,0.0094,-0.0028,-0.01885
SOR,7,0.21639,0.21287,0.39213,-0.00142,0.3246,-0.01113,0.21626,0.17308,0.02649,0.42926
ESLT,4,0.1117,0.04469,0.27807,-0.0059,0.22673,-0.00792,0.15639,0.09251,0.01931,0.28868
HPI,2,0.16715,0.14837,0.32446,0.00954,0.31552,-0.0078,0.20018,0.36731,0.02094,0.4179
EXG,7,0.21639,0.34185,0.46876,0.00436,0.42321,-0.01057,0.28208,0.27346,0.03022,0.55824
RCS,2,0.16715,0.07385,0.2507,-0.00621,0.241,-0.00436,0.15544,0.2459,0.01571,0.30852
IRON,3,-0.00439,0.00466,-0.01013,0.00484,-0.0032,0.00028,-0.00223,0.01252,0.00343,-0.00496
INNV,3,-0.00439,0.00638,-0.01715,-0.00154,-0.00332,0.00199,-0.00289,0.01515,-0.00174,-0.00474
ALIM,3,-0.00439,0.00589,-0.00744,0.01084,-0.00107,0.00151,-0.00104,-0.00545,-0.00063,3e-05
AIP,6,0.01212,-0.00879,0.00526,-0.00577,0.0023,-8e-05,0.0023,0.0402,0.00334,-0.00237
AME,7,0.21639,0.34163,0.52292,-0.00828,0.41557,-0.01191,0.2691,0.1641,0.02901,0.55802
GLDD,2,0.16715,0.10165,0.37459,-0.00729,0.2688,-0.00806,0.18539,0.11349,0.01997,0.33897
ARE,7,0.21639,0.24604,0.41722,-0.00649,0.35848,-0.01084,0.23,0.22504,0.02609,0.46244
TROX,3,-0.00439,0.00642,-0.00862,-0.00189,-0.00698,0.00203,-0.00519,-0.00406,0.00035,-0.00973
MYRG,2,0.16715,0.14521,0.43489,-0.0032,0.31236,-0.00853,0.20997,0.12998,0.02099,0.40072
XOM,7,0.21639,0.24516,0.44937,0.00028,0.34682,-0.01057,0.22816,0.14977,0.02606,0.46155
TDW,4,0.1117,0.03628,0.28424,0.00086,0.20628,-0.00742,0.14798,0.08462,0.02159,0.27202
PGEN,3,-0.00439,0.00458,-0.02257,0.0326,-0.00616,0.0002,-0.00589,-0.01358,-0.0017,-0.00631
IGD,7,0.21639,0.30831,0.449,-0.00018,0.39828,-0.01145,0.26582,0.24673,0.02738,0.5247
OTLY,6,0.01212,-0.01016,0.0312,0.02602,0.04174,-0.00146,0.03005,0.00362,0.00196,0.05349
IDKOY,3,-0.00439,0.00618,-0.02029,-0.00064,-0.01844,0.0018,-0.00957,-0.00474,-0.00424,-0.02192
SMMT,3,-0.00439,0.00616,-0.01117,0.00471,-0.01752,0.00178,-0.01146,0.01048,-0.00127,-0.0221
MQ,6,0.01212,-0.00516,0.02898,-0.00537,0.02129,-0.00166,0.01805,0.00098,0.00696,0.02774
MTUS,6,0.01212,-0.00871,0.00491,-0.00643,0.01567,0.00156,0.00788,0.00914,0.00341,0.01942
PSTX,3,-0.00439,0.00736,-0.0279,-0.02424,-0.01458,0.00297,-0.00502,0.03372,-0.00154,-0.0187
AVAV,4,0.1117,0.05559,0.29912,-0.0119,0.23229,-0.00623,0.16729,0.09679,0.01798,0.29143
FORR,2,0.16715,0.1291,0.42208,-0.01489,0.29625,-0.00843,0.19928,0.11959,0.02018,0.3705
FSD,3,-0.00439,0.00531,0.00181,-0.0001,0.00471,0.00092,0.00279,0.00216,-0.00089,0.00314
SWKH,6,0.01212,-0.00541,0.07285,-0.01431,0.06724,-0.00189,0.04544,0.06058,0.00671,0.09007
SRDX,2,0.16715,0.07592,0.32226,-0.00036,0.24307,-0.00604,0.17044,0.11599,0.0178,0.29597
TIGR,6,0.01212,-0.01015,0.00187,0.00093,0.01179,0.00054,0.00632,0.01719,0.00197,0.01695
HAS,2,0.16715,0.1222,0.35181,-0.00918,0.28935,-0.00862,0.18858,0.12033,0.02217,0.37681
MCBC,4,0.1117,0.01955,0.30962,-0.01542,0.18612,-0.00325,0.13125,0.05967,0.00859,0.23635
ZLAB,3,-0.00439,0.0049,0.01098,0.03008,0.01046,0.00051,0.00497,-0.01762,-0.0001,0.00961
COFS,6,0.01212,-0.00703,0.09079,0.00614,0.06043,-0.00131,0.04451,0.03551,0.00509,0.08401
BLND,6,0.01212,-0.00814,-0.00251,-0.02912,-0.00283,-0.00188,-0.00122,-0.01693,0.00398,0.00696
TIXT,3,-0.00439,0.00683,-0.02821,0.00724,-0.01319,0.00244,-0.00419,0.03682,-0.00359,-0.016
FLO,4,0.1117,0.01566,0.23926,0.00255,0.18882,-0.00533,0.12736,0.08152,0.01077,0.22308
NU,1,0.00861,0.04716,-0.03309,0.05578,-0.03194,0.00473,-0.02248,0.02839,-0.00205,-0.0376
PDCO,2,0.16715,0.12664,0.37158,-0.00487,0.2938,-0.01045,0.1953,0.12883,0.023,0.37795
SPSC,3,-0.00439,0.00551,-0.00362,0.00553,-0.0025,0.00112,-0.00185,-0.00334,-0.001,-0.00303
CTLP,4,0.1117,0.00944,0.19288,0.00177,0.16402,-0.00562,0.12115,0.09511,0.01199,0.20987
SU,7,0.21639,0.22368,0.40123,0.00287,0.3274,-0.01011,0.21981,0.18259,0.02709,0.44007
LGI,7,0.21639,0.3366,0.46449,0.01233,0.41864,-0.01237,0.27856,0.27256,0.03133,0.55299
IBEX,3,-0.00439,0.00574,-0.01738,0.03134,-0.01272,0.00135,-0.00696,-0.00854,-0.00603,-0.01698
WOR,7,0.21639,0.27161,0.51068,-0.00617,0.37319,-0.01015,0.25033,0.16197,0.02799,0.488
RANI,6,0.01212,-0.01072,0.0437,-0.00087,0.02397,-0.00052,0.01813,0.02185,0.00141,0.02605
BIIB,4,0.1117,0.03571,0.20022,-0.00656,0.19233,-0.00715,0.14741,0.09366,0.01628,0.23758
INOD,4,0.1117,-0.02734,0.13396,0.01877,0.11033,-0.00314,0.08437,0.06769,0.00994,0.14095
CI,2,0.16715,0.12696,0.35535,-0.00247,0.29411,-0.00841,0.19167,0.11632,0.02116,0.38235
JAMF,3,-0.00439,0.00635,-0.01232,0.00356,-0.00634,0.00196,-0.00471,-0.01867,-0.00211,0.00017
SRI,7,0.21639,0.20566,0.45133,0.00082,0.32306,-0.00955,0.21729,0.12322,0.02371,0.42205
DMRC,4,0.1117,0.06077,0.29453,-0.00306,0.23329,-0.00653,0.17247,0.12616,0.01811,0.29002
IGR,7,0.21639,0.28674,0.41073,0.00156,0.38259,-0.00952,0.24833,0.31646,0.02749,0.50313
GSBD,3,-0.00439,0.00464,-0.01824,0.01083,-0.01301,0.00025,-0.01025,0.01077,-0.00377,-0.01559
TWI,2,0.16715,0.1011,0.36952,0.00269,0.26825,-0.00907,0.1862,0.07916,0.02379,0.35503
OEC,6,0.01212,-0.00758,-0.00054,-0.00365,0.00678,0.00035,0.00419,0.01045,0.00454,0.00688
TDG,7,0.21639,0.25746,0.42997,-0.00102,0.35423,-0.00938,0.22809,0.17762,0.02543,0.47385
VRCA,3,-0.00439,0.00665,0.00085,0.00594,0.01086,0.00226,0.00402,0.00218,-0.00108,0.01006
IEX,7,0.21639,0.32871,0.52236,-0.00655,0.40921,-0.01226,0.26812,0.15471,0.0304,0.5451
YS,3,-0.00439,0.00727,-0.03822,0.01796,-0.02116,0.00288,-0.01198,0.00737,-0.00215,-0.0241
IAC,2,0.16715,0.10355,0.26822,0.01047,0.2707,-0.00735,0.19409,0.15503,0.0211,0.34295
OTLK,3,-0.00439,0.00507,0.00787,-0.00376,0.00096,0.00068,0.00151,-0.00139,8e-05,-0.00065
SRCE,0,0.21347,0.42951,0.64297,-0.02853,0.37735,-0.01072,0.24702,0.09414,0.02592,0.4827
DESP,3,-0.00439,0.00659,-0.02461,-0.0102,-0.01821,0.0022,-0.01146,-0.0113,-0.00074,-0.02709
OXM,2,0.16715,0.14074,0.41662,0.00711,0.3079,-0.0058,0.20135,0.10659,0.02007,0.4005
SMTC,2,0.16715,0.15461,0.39641,-0.01708,0.32176,-0.00962,0.2235,0.11484,0.02731,0.41145
GOOGL,2,0.16715,0.14076,0.33134,0.00223,0.30791,-0.00838,0.21077,0.1345,0.02314,0.39614
HOLI,4,0.1117,0.00999,0.2031,-0.00333,0.17689,-0.00529,0.12169,0.06752,0.01099,0.2353
PDLB,3,-0.00439,0.00601,-0.02097,-0.00925,-0.00937,0.00162,-0.00693,0.00347,-0.00041,-0.01584
EQNR,7,0.21639,0.21475,0.39017,0.0012,0.32611,-0.00899,0.22024,0.18082,0.02491,0.43114
HON,7,0.21639,0.35788,0.53973,-0.00347,0.42593,-0.01141,0.27143,0.18415,0.03003,0.57427
GBX,7,0.21639,0.20802,0.43192,-0.01288,0.32057,-0.00911,0.21603,0.1129,0.02394,0.42441
TPVG,3,-0.00439,0.00411,0.00307,-0.00758,5e-05,-0.00028,-0.00153,-0.01672,-0.0008,0.00133
QSI,3,-0.00439,0.00698,-0.04044,0.00066,-0.03964,0.0026,-0.02391,0.01638,-0.00071,-0.05095
SMBC,4,0.1117,0.03339,0.32692,0.012,0.20394,-0.00131,0.14509,0.09708,0.00641,0.25407
REGN,4,0.1117,0.03376,0.20051,0.00674,0.18876,-0.00475,0.14546,0.07539,0.01268,0.23276
PEPG,3,-0.00439,0.00806,-0.05672,-0.018,-0.08202,0.00367,-0.05924,-0.04024,-0.01058,-0.09621
FREY,6,0.01212,-0.00925,0.0275,-0.00032,0.01539,-0.00062,0.01186,0.01317,0.00288,0.01253
HMC,7,0.21639,0.21441,0.39734,-0.0068,0.32454,-0.0085,0.21608,0.12176,0.02239,0.4308
ALPN,3,-0.00439,0.00614,-0.00825,-0.00477,-0.00601,0.00175,-0.00347,0.01131,-0.00229,-0.00849
PRG,2,0.16715,0.09206,0.32521,0.00746,0.25921,-0.00722,0.1686,0.13081,0.01909,0.33737
LXFR,6,0.01212,-0.01167,0.01028,0.01168,0.00916,-0.00072,0.00506,0.0204,0.00045,0.01412
PARA,2,0.16715,0.13792,0.37828,-0.00445,0.30507,-0.0098,0.20668,0.1309,0.02566,0.39436
MIESY,6,0.01212,-0.00869,0.00734,0.00197,0.00635,-0.0007,0.00768,0.00681,0.00344,0.00583
UMH,0,0.21347,0.23595,0.44942,-0.0133,0.33382,-0.00858,0.21705,0.19041,0.02129,0.42393
PRK,0,0.21347,0.39688,0.61034,-0.00993,0.35047,-0.01131,0.23616,0.06989,0.02605,0.4437
PLAB,2,0.16715,0.12615,0.36547,-0.01556,0.2933,-0.00737,0.19985,0.13039,0.02248,0.37377
ASML,7,0.21639,0.22526,0.35891,-0.00065,0.33559,-0.00957,0.22944,0.16741,0.02532,0.44165
PLL,3,-0.00439,0.0075,-0.01603,0.01708,-0.00922,0.00311,-0.00643,0.014,-0.00234,-0.01618
IDA,2,0.16715,0.15068,0.3876,-0.00884,0.31784,-0.01,0.19078,0.18982,0.0236,0.38722
BRT,4,0.1117,0.02785,0.27759,-0.00045,0.20698,-0.00337,0.13955,0.14005,0.00914,0.26589
EPIX,3,-0.00439,0.0054,0.01041,-0.00481,0.00619,0.00102,0.0046,-0.01007,-0.00055,0.00704
PEGRY,3,-0.00439,0.00673,-0.02962,-0.00121,-0.01982,0.00234,-0.01398,0.00446,-0.00022,-0.02547
AAPI,3,-0.00439,0.0047,-0.00647,-0.00523,-0.00688,0.00032,-0.00385,0.00627,0.00127,-0.00585
KNX,2,0.16715,0.11713,0.37481,0.00646,0.28428,-0.00967,0.18767,0.08552,0.02231,0.37014
PB,0,0.21347,0.41778,0.63124,-0.00801,0.37672,-0.0112,0.24919,0.08794,0.02693,0.49421
HIMX,4,0.1117,0.02804,0.19115,0.00493,0.18449,-0.00247,0.13974,0.10674,0.0124,0.23706
EXPI,3,-0.00439,0.00739,0.02379,0.00825,0.01059,0.003,0.00903,-0.00906,0.00029,0.01427
BAH,3,-0.00439,0.00466,-0.0019,-0.00247,0.00048,0.00028,-0.00081,0.0147,0.00115,-0.00161
THQ,3,-0.00439,0.00419,-0.00433,0.00382,-0.00834,-0.0002,-0.00406,0.02285,-0.00041,-0.0091
OC,7,0.21639,0.26238,0.44439,0.00178,0.35548,-0.0091,0.2344,0.16062,0.02377,0.47878
ACLX,3,-0.00439,0.00817,-0.03535,0.01646,-0.04082,0.00378,-0.02822,-0.01589,-0.00286,-0.05097
PERI,4,0.1117,0.02406,0.189,0.00454,0.17982,-0.00409,0.13576,0.09655,0.01198,0.22791
AQN,2,0.16715,0.08398,0.25103,0.00376,0.25113,-0.00568,0.16323,0.22526,0.01522,0.31828
MNDY,6,0.01212,-0.01112,0.01714,0.01231,0.01103,9e-05,0.00757,-0.02392,0.001,0.01397
ALTM,6,0.01212,-0.01006,0.02015,-0.00835,0.01383,-0.0005,0.00431,0.01808,0.00207,0.02109
SCWO,3,-0.00439,0.00451,-0.00045,-0.00342,-0.00208,0.00012,-5e-05,0.01,0.00068,-0.00426
CPT,7,0.21639,0.23469,0.41604,-0.0008,0.34494,-0.0104,0.21258,0.20383,0.02507,0.45108
KRP,3,-0.00439,0.0066,-0.00942,0.00312,-0.00141,0.00221,-0.00035,0.00829,-0.00145,-0.0034
BTI,2,0.16715,0.11412,0.32554,-0.00692,0.28127,-0.00834,0.18399,0.1496,0.02002,0.35466
JEF,7,0.21639,0.32582,0.56089,0.00155,0.40525,-0.01162,0.26616,0.14558,0.02974,0.54221
MKSI,7,0.21639,0.24691,0.43214,0.00464,0.35726,-0.01106,0.24379,0.15206,0.02763,0.4633
PTCT,3,-0.00439,0.00569,0.00245,0.00015,-0.00338,0.00131,-0.00288,-0.00585,-0.0014,-0.00568
AB,7,0.21639,0.23969,0.42104,-0.00212,0.34408,-0.01054,0.23031,0.18578,0.02671,0.45608
NBB,6,0.01212,-0.00845,0.00338,0.00068,0.00575,-0.00016,0.00228,-0.01046,0.00367,0.00685
PSF,3,-0.00439,0.00646,-0.01095,0.00151,-0.00577,0.00208,0.0004,0.01067,-0.00102,-0.01066
PHM,7,0.21639,0.23586,0.39095,0.0055,0.3374,-0.00822,0.21833,0.21098,0.02422,0.45225
BBCP,3,-0.00439,0.00519,-0.00462,-0.00224,-0.00328,0.00081,-0.00137,0.00281,0.00016,-0.00455
TLSI,3,-0.00439,0.0055,-0.02108,0.00427,-0.00925,0.00111,-0.00783,0.01452,-0.00116,-0.01322
APO,6,0.01212,-0.00764,0.00996,-0.00277,0.00636,0.00049,0.004,0.00511,0.00448,0.01143
AMK,6,0.01212,-0.00672,0.00739,0.0039,0.02125,-0.00045,0.01497,0.01248,0.0054,0.02544
IMNM,6,0.01212,-0.00524,0.03843,-0.01911,0.02391,-0.00242,0.01103,-0.00227,0.00689,0.02805
HRL,4,0.1117,0.02403,0.24251,0.00208,0.20477,-0.00807,0.13574,0.09686,0.01522,0.24309
FFIC,0,0.21347,0.38176,0.59522,-0.01905,0.34244,-0.00941,0.22814,0.11478,0.02606,0.43694
FAF,6,0.01212,-0.01111,0.01137,-0.00874,0.0141,-0.0007,0.01308,0.01587,0.00101,0.01415
MTLS,3,-0.00439,0.00579,-0.01052,0.0079,0.00158,0.0014,-0.00037,0.00905,-0.00032,-0.00356
UFPT,4,0.1117,0.04823,0.28793,-0.00135,0.22429,-0.0051,0.15993,0.11438,0.0151,0.28646
ELLO,6,0.01212,-0.00513,0.06227,-0.00104,0.06698,0.00084,0.04764,0.0618,0.00699,0.08675
GRIN,6,0.01212,-0.00965,0.0328,0.0047,0.02774,-0.00222,0.01742,0.00035,0.00247,0.03058
IBN,2,0.16715,0.12032,0.34319,0.0012,0.28748,-0.00985,0.1884,0.15345,0.02303,0.37884
OIA,5,0.11046,0.24967,0.14096,0.00271,0.15912,-0.00258,0.09935,0.36013,0.00955,0.20343
ANGO,2,0.16715,0.08804,0.33951,-0.01111,0.25519,-0.00698,0.18147,0.1107,0.01835,0.31243
TER,7,0.21639,0.24109,0.40034,0.00187,0.34774,-0.00969,0.2378,0.14404,0.02875,0.45748
URI,7,0.21639,0.28888,0.48055,-0.00683,0.37129,-0.00989,0.24959,0.14398,0.02663,0.50527
PEO,7,0.21639,0.30727,0.46924,0.00133,0.39013,-0.0118,0.26024,0.23097,0.03112,0.52366
VRNOF,3,-0.00439,0.00739,-0.05024,0.02079,-0.03728,0.003,-0.02619,-0.00293,-0.0034,-0.04597
NNGRY,3,-0.00439,0.00776,-0.02205,-0.00538,-0.01335,0.00337,-0.00836,0.002,-0.00019,-0.01347
NCNO,3,-0.00439,0.00625,-0.01774,-0.05322,-0.03277,0.00186,-0.02141,-0.00438,-0.00145,-0.04701
CBU,0,0.21347,0.43218,0.64565,-0.0262,0.36595,-0.01108,0.2414,0.07039,0.02703,0.46805
AEIS,7,0.21639,0.22385,0.42048,0.0006,0.33895,-0.01066,0.23275,0.1567,0.02476,0.44024
USFD,3,-0.00439,0.00467,-0.0064,0.00224,0.00011,0.00029,0.00307,-0.01159,0.00103,-0.00246
ONEW,3,-0.00439,0.00533,0.0101,-0.00092,0.00166,0.00094,0.00079,-0.02097,0.00018,0.0091
LMDXF,3,-0.00439,0.00534,0.00432,-0.00443,0.00657,0.00095,0.00374,0.01912,3e-05,-0.00199
XTKG,1,0.00861,0.04608,-0.01462,0.05469,-0.00739,0.0018,-0.0031,-0.00984,-0.00158,-0.00238
SEAT,6,0.01212,-0.01386,0.02224,-0.031,0.01479,-0.00152,0.00891,0.02144,-0.00174,0.01297
DRVN,3,-0.00439,0.00611,-0.03901,0.01501,-0.02969,0.00172,-0.02208,-0.0106,-0.00518,-0.03984
RDWR,4,0.1117,0.05198,0.26561,-0.00089,0.23247,-0.0077,0.16369,0.11172,0.01612,0.29308
CRDO,6,0.01212,-0.00886,0.00369,-0.01756,0.00845,-2e-05,0.00727,0.00136,0.00326,0.0118
HPQ,2,0.16715,0.1518,0.38667,0.00202,0.31895,-0.00838,0.21111,0.13378,0.02175,0.4206
WEN,2,0.16715,0.11318,0.32736,-0.00863,0.28033,-0.00801,0.18649,0.16562,0.02139,0.36739
SJW,2,0.16715,0.13464,0.41617,-0.02114,0.30179,-0.0091,0.19172,0.15149,0.02158,0.36128
ROG,2,0.16715,0.11731,0.38471,-0.00821,0.28446,-0.01012,0.19313,0.1046,0.0226,0.36442
AAWH,3,-0.00439,0.00618,-0.01496,0.00083,-0.00887,0.00179,-0.00339,0.011,0.00276,-0.01413
PHYS,3,-0.00439,0.00537,-0.00633,0.00553,-0.00333,0.00098,-0.00214,0.00419,-0.00113,-0.00138
WSFS,0,0.21347,0.39927,0.61274,-0.01095,0.36831,-0.01036,0.24411,0.11697,0.02816,0.4757
ORI,7,0.21639,0.26345,0.51206,-0.00686,0.36157,-0.00933,0.23133,0.15316,0.02491,0.47985
CHX,6,0.01212,-0.00717,0.02085,0.00262,0.01752,-0.00047,0.00595,0.00987,0.00495,0.02365
NISUY,6,0.01212,-0.01051,0.01049,-0.00144,0.00642,-0.0013,0.00566,0.00384,0.00161,0.00751
TBLA,3,-0.00439,0.00819,-0.05,0.00144,-0.0433,0.00381,-0.02783,-0.00355,-0.00081,-0.0539
FDS,7,0.21639,0.225,0.40901,0.00425,0.34336,-0.01042,0.22755,0.15924,0.02401,0.44139
DOCU,3,-0.00439,0.00643,-0.01956,-0.01573,-0.01882,0.00205,-0.01117,-0.00013,-0.00191,-0.02668
CBRL,2,0.16715,0.13772,0.40935,-0.00649,0.30487,-0.00754,0.19647,0.1291,0.02159,0.39335
TWKS,6,0.01212,-0.00503,0.03968,0.01801,0.03492,-0.0019,0.02474,0.01115,0.00709,0.04679
KALU,7,0.21639,0.26021,0.49637,-0.01257,0.36169,-0.01019,0.24032,0.15645,0.02891,0.4766
ADT,3,-0.00439,0.00541,-0.01034,-0.02404,-0.01391,0.00102,-0.00518,0.00107,-0.00186,-0.02261
MLM,7,0.21639,0.24684,0.43633,-0.00824,0.34076,-0.00893,0.22297,0.15778,0.02541,0.46324
ADUS,4,0.1117,-0.00046,0.17666,-0.00963,0.14477,-0.00385,0.11124,0.03066,0.00761,0.17594
REPX,6,0.01212,-0.0033,0.0759,0.00962,0.06745,-0.00348,0.05044,0.0495,0.00882,0.08844
BIT,3,-0.00439,0.00623,-0.01366,0.00349,-0.00478,0.00184,0.00076,-0.00032,9e-05,-0.00876
INMB,6,0.01212,-0.00819,0.01955,-0.00648,0.00721,-0.00065,0.00396,0.00962,0.00393,0.00921
ENS,7,0.21639,0.29728,0.52003,-0.00063,0.39061,-0.01065,0.2633,0.15111,0.02694,0.51367
FE,2,0.16715,0.08826,0.27993,-0.00925,0.25541,-0.00756,0.15422,0.17392,0.01637,0.31289
STR,3,-0.00439,0.00763,-0.02517,0.0073,-0.01501,0.00325,-0.00825,0.00651,-0.00105,-0.02053
LAMR,7,0.21639,0.28612,0.45377,0.00734,0.37808,-0.00916,0.23945,0.21441,0.02674,0.50251
NTG,3,-0.00439,0.00708,0.00675,-0.00307,-0.00334,0.00269,-2e-05,-0.01219,-0.00038,-0.00671
COHR,2,0.16715,0.12472,0.35657,0.0063,0.29187,-0.00926,0.20266,0.12234,0.02321,0.37409
WDH,3,-0.00439,0.0052,-0.06869,-0.02083,-0.05477,0.00081,-0.04005,-0.02647,-0.00352,-0.07166
KNDI,4,0.1117,-0.0085,0.13623,0.00399,0.1305,-0.00458,0.1032,0.07083,0.01206,0.16523
ETWO,3,-0.00439,0.0037,0.00053,0.00325,0.00499,-0.00069,-0.00268,-0.04762,-0.00155,0.00576
PFN,2,0.16715,0.11902,0.2982,-0.03547,0.28617,-0.00582,0.1866,0.31686,0.01815,0.36767
IMKTA,4,0.1117,0.04262,0.32414,-0.0069,0.21811,-0.0088,0.15432,0.04854,0.01981,0.25796
EPAM,6,0.01212,-0.00968,0.01187,-0.0027,0.01084,5e-05,0.00832,0.02411,0.00244,0.01097
SPG,7,0.21639,0.27012,0.46231,-0.00209,0.36281,-0.01127,0.22544,0.2028,0.0268,0.48651
OBE,4,0.1117,0.02269,0.19762,0.00027,0.18101,-0.00804,0.13439,0.0977,0.01965,0.23868
ACHR,3,-0.00439,0.0046,-0.00047,0.00505,-0.0061,0.00022,-0.00534,-0.03446,0.0021,-0.01221
STNE,3,-0.00439,0.00569,-0.02644,0.00311,-0.01643,0.0013,-0.00961,0.01862,0.00119,-0.01931
BLZE,3,-0.00439,0.00734,-0.04124,0.02063,-0.02311,0.00295,-0.01156,0.01905,-0.00354,-0.0269
MGEE,2,0.16715,0.13345,0.41751,-0.02257,0.3006,-0.00985,0.1863,0.14242,0.02091,0.3566
JOE,2,0.16715,0.13789,0.39693,0.00356,0.30504,-0.00832,0.20538,0.12697,0.02322,0.39447
SLDP,3,-0.00439,0.00437,-0.01294,0.00361,-0.01192,-1e-05,-0.00874,-0.00983,0.00041,-0.01236
SCD,7,0.21639,0.31143,0.4399,-0.00576,0.39839,-0.01044,0.26361,0.30112,0.03201,0.52782
NVEE,3,-0.00439,0.00515,-0.03014,0.00068,-0.01852,0.00076,-0.01227,0.0043,-0.00131,-0.02134
WLY,2,0.16715,0.14083,0.41281,-0.00961,0.30798,-0.00831,0.20402,0.10348,0.02302,0.39946
MYE,0,0.21347,0.23923,0.4527,-0.01014,0.31738,-0.0088,0.20889,0.1452,0.02426,0.40535
RYN,7,0.21639,0.2541,0.44098,0.01008,0.36314,-0.01163,0.23871,0.20845,0.02438,0.47049
AHH,6,0.01212,-0.00832,0.02039,-0.00416,0.01354,-0.00068,0.01063,0.00863,0.00381,0.01632
SVRA,6,0.01212,-0.01089,0.01023,-0.01764,0.00756,-0.00027,0.00262,0.00789,0.00123,0.00936
RDVT,3,-0.00439,0.00567,-0.01039,-0.01514,-0.00887,0.00129,-0.00801,-0.00094,0.00029,-0.01234
TFX,2,0.16715,0.15681,0.36699,-0.00615,0.32396,-0.0104,0.21277,0.17064,0.02564,0.42172
SVA,6,0.01212,-0.00172,0.11406,0.0016,0.09791,-0.0041,0.07395,0.03581,0.0104,0.12608
TDOC,1,0.00861,0.10034,-0.03981,0.10895,-0.02213,0.00182,-0.01469,0.00401,-0.00641,-0.02571
AWF,2,0.16715,0.13829,0.30374,0.00235,0.30544,-0.0075,0.19646,0.33573,0.01996,0.39862
TLS,6,0.01212,-0.00742,0.00288,-0.01479,0.00129,0.00018,0.0001,0.01424,0.00471,0.00091
IONS,4,0.1117,0.04897,0.23873,0.00939,0.20031,-0.00626,0.16067,0.07471,0.01542,0.2474
AERG,3,-0.00439,0.00662,-0.02107,-0.00285,-0.00887,0.00223,-0.00691,-0.00341,-0.00016,-0.0156
ARMN,3,-0.00439,0.00543,-0.00105,0.00091,-0.00074,0.00104,-0.00172,0.00298,-0.00019,0.002
ZIM,6,0.01212,-0.00769,0.04445,0.00775,0.0332,-0.00236,0.02631,0.00191,0.00443,0.04718
